DateTime,Zone 1 Power Consumption,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows
2017-02-06 22:10:00,38025.76271,8.1,60.37,0.085,0.04,0.152
2017-02-06 22:20:00,37598.64407,7.88,61.8,0.092,0.073,0.115
2017-02-06 22:30:00,37348.47458,7.92,61.77,0.087,0.084,0.082
2017-02-06 22:40:00,36665.08475,7.9,61.77,0.086,0.051,0.096
2017-02-06 22:50:00,35823.05085,7.8,62.14,0.086,0.059,0.104
2017-02-06 23:00:00,35060.33898,7.74,62.4,0.083,0.073,0.067
2017-02-06 23:10:00,33907.11864,7.69,62.5,0.085,0.044,0.119
2017-02-06 23:20:00,33004.0678,7.69,62.57,0.084,0.066,0.093
2017-02-06 23:30:00,32186.44068,7.64,62.64,0.085,0.044,0.096
2017-02-06 23:40:00,31423.72881,7.56,62.9,0.087,0.044,0.115
2017-02-06 23:50:00,30349.83051,7.31,64.84,0.086,0.066,0.085
2017-02-07 00:00:00,29361.35593,7.07,65.58,0.089,0.044,0.115
2017-02-07 00:10:00,28391.18644,7.04,65.68,0.088,0.044,0.115
2017-02-07 00:20:00,27817.62712,7.14,64.94,0.087,0.033,0.171
2017-02-07 00:30:00,27018.30508,7.23,64.51,0.088,0.044,0.1
2017-02-07 00:40:00,26621.69492,7.15,64.14,0.085,0.037,0.126
2017-02-07 00:50:00,26023.72881,7.05,64.81,0.089,0.044,0.119
2017-02-07 01:00:00,25621.01695,6.882,65.98,0.087,0.051,0.126
2017-02-07 01:10:00,25193.89831,6.967,65.88,0.087,0.044,0.085
2017-02-07 01:20:00,24480.0,6.978,65.11,0.084,0.077,0.115
2017-02-07 01:30:00,24376.27119,6.648,66.18,0.088,0.04,0.134
2017-02-07 01:40:00,23839.32203,6.555,66.71,0.081,0.029,0.111
2017-02-07 01:50:00,23680.67797,6.48,67.15,0.087,0.029,0.156
2017-02-07 02:00:00,23345.08475,6.281,67.48,0.087,0.07,0.085
2017-02-07 02:10:00,23149.83051,6.438,67.45,0.087,0.051,0.089
2017-02-07 02:20:00,23149.83051,6.82,65.88,0.088,0.059,0.126
2017-02-07 02:30:00,23040.0,7.03,63.11,0.087,0.066,0.111
2017-02-07 02:40:00,23009.49153,7.0,62.5,0.086,0.033,0.152
2017-02-07 02:50:00,22704.40678,6.893,63.31,0.086,0.062,0.13
2017-02-07 03:00:00,22423.72881,6.504,65.61,0.086,0.044,0.145
2017-02-07 03:10:00,22503.05085,6.387,65.88,0.087,0.055,0.122
2017-02-07 03:20:00,22246.77966,6.25,66.68,0.086,0.051,0.059
2017-02-07 03:30:00,22271.18644,6.137,66.81,0.088,0.077,0.104
2017-02-07 03:40:00,22149.15254,6.251,66.38,0.09,0.062,0.104
2017-02-07 03:50:00,22130.84746,6.549,64.94,0.085,0.066,0.134
2017-02-07 04:00:00,22338.30508,6.508,64.54,0.09,0.055,0.1
2017-02-07 04:10:00,22295.59322,6.704,63.91,0.084,0.062,0.115
2017-02-07 04:20:00,22411.52542,6.879,63.07,0.084,0.066,0.148
2017-02-07 04:30:00,22222.37288,6.715,63.47,0.089,0.055,0.104
2017-02-07 04:40:00,22289.49153,6.825,63.54,0.087,0.102,0.108
2017-02-07 04:50:00,22472.54237,6.978,62.5,0.084,0.106,0.059
2017-02-07 05:00:00,22417.62712,6.945,62.27,0.086,0.04,0.108
2017-02-07 05:10:00,22667.79661,6.883,62.4,0.086,0.051,0.082
2017-02-07 05:20:00,22631.18644,6.573,63.64,0.084,0.066,0.1
2017-02-07 05:30:00,22692.20339,6.432,63.94,0.085,0.037,0.111
2017-02-07 05:40:00,23558.64407,6.456,63.81,0.087,0.081,0.104
2017-02-07 05:50:00,24272.54237,6.687,63.47,0.084,0.037,0.111
2017-02-07 06:00:00,24107.79661,6.822,62.07,0.086,0.051,0.085
2017-02-07 06:10:00,24077.28814,6.893,62.14,0.088,0.077,0.108
2017-02-07 06:20:00,24150.50847,7.13,61.37,0.088,0.07,0.089
2017-02-07 06:30:00,24034.57627,7.49,59.9,0.089,0.062,0.104
2017-02-07 06:40:00,23595.25424,7.44,59.2,0.088,0.092,0.085
2017-02-07 06:50:00,22356.61017,7.37,59.83,0.086,0.066,0.122
2017-02-07 07:00:00,21606.10169,7.4,59.8,0.089,0.066,0.104
2017-02-07 07:10:00,21111.86441,6.243,63.37,0.081,0.088,0.093
2017-02-07 07:20:00,20800.67797,6.29,65.71,0.085,0.044,0.115
2017-02-07 07:30:00,20764.0678,6.442,65.74,0.088,0.066,0.126
2017-02-07 07:40:00,20971.52542,6.359,66.58,0.088,0.055,0.174
2017-02-07 07:50:00,21209.49153,6.719,66.14,0.085,0.187,0.185
2017-02-07 08:00:00,22313.89831,7.09,64.81,0.085,1.102,1.042
2017-02-07 08:10:00,22917.9661,7.09,63.91,0.088,7.15,6.822
2017-02-07 08:20:00,23216.94915,7.36,63.11,0.09,12.33,11.72
2017-02-07 08:30:00,23900.33898,7.86,60.8,0.091,47.72,31.69
2017-02-07 08:40:00,24455.59322,7.8,60.03,0.094,80.9,50.56
2017-02-07 08:50:00,25791.86441,8.35,57.76,0.091,61.15,46.96
2017-02-07 09:00:00,26341.01695,8.49,55.63,0.095,56.36,43.12
2017-02-07 09:10:00,26713.22034,8.56,55.36,0.097,51.79,50.69
2017-02-07 09:20:00,27738.30508,8.33,59.53,0.089,71.2,66.18
2017-02-07 09:30:00,28067.79661,7.8,61.97,0.086,83.3,69.45
2017-02-07 09:40:00,28623.05085,8.08,62.27,0.086,100.5,84.0
2017-02-07 09:50:00,29404.0678,8.78,60.33,0.087,128.2,123.5
2017-02-07 10:00:00,29800.67797,9.14,56.73,0.091,119.3,116.4
2017-02-07 10:10:00,30325.42373,9.48,54.42,0.093,91.3,89.6
2017-02-07 10:20:00,30642.71186,9.7,54.69,0.084,90.5,88.7
2017-02-07 10:30:00,31283.38983,9.97,54.36,0.087,105.0,102.7
2017-02-07 10:40:00,31802.0339,10.01,54.89,0.091,169.2,160.5
2017-02-07 10:50:00,32345.08475,10.35,54.42,0.083,182.6,173.3
2017-02-07 11:00:00,32839.32203,10.62,53.36,0.088,200.7,181.8
2017-02-07 11:10:00,33235.9322,11.23,53.12,0.079,431.0,243.6
2017-02-07 11:20:00,33687.45763,11.8,50.42,0.083,343.5,231.0
2017-02-07 11:30:00,33620.33898,12.09,47.95,0.088,145.6,144.3
2017-02-07 11:40:00,33870.50847,11.87,48.55,0.086,116.2,116.2
2017-02-07 11:50:00,34138.98305,11.62,49.08,0.09,114.1,114.3
2017-02-07 12:00:00,33986.44068,11.65,50.78,0.09,185.5,182.8
2017-02-07 12:10:00,34041.35593,11.45,53.56,0.086,146.4,146.6
2017-02-07 12:20:00,33925.42373,11.34,54.12,0.087,141.1,143.5
2017-02-07 12:30:00,34010.84746,11.34,55.16,0.091,80.5,80.6
2017-02-07 12:40:00,34059.66102,11.26,57.93,0.082,96.8,97.2
2017-02-07 12:50:00,34291.52542,10.95,62.64,0.084,117.8,119.5
2017-02-07 13:00:00,34401.35593,10.65,65.58,0.086,151.5,152.2
2017-02-07 13:10:00,34401.35593,10.39,66.61,0.086,178.7,179.7
2017-02-07 13:20:00,34126.77966,10.29,66.04,0.091,76.6,76.6
2017-02-07 13:30:00,34102.37288,10.29,65.64,0.078,91.5,92.3
2017-02-07 13:40:00,33772.88136,10.51,65.84,0.077,189.7,178.9
2017-02-07 13:50:00,33418.98305,10.73,65.84,0.079,197.6,197.6
2017-02-07 14:00:00,33174.91525,10.58,64.97,0.077,108.0,107.8
2017-02-07 14:10:00,33681.35593,10.79,65.64,0.092,111.0,111.6
2017-02-07 14:20:00,33717.9661,10.61,68.28,0.086,68.44,69.62
2017-02-07 14:30:00,33785.08475,10.12,70.3,0.086,81.3,81.6
2017-02-07 14:40:00,33504.40678,10.08,71.6,0.086,120.7,120.5
2017-02-07 14:50:00,33516.61017,10.02,72.4,0.086,84.0,84.2
2017-02-07 15:00:00,33351.86441,9.86,74.4,0.089,86.0,86.4
2017-02-07 15:10:00,33120.0,9.81,76.8,0.084,90.2,89.3
2017-02-07 15:20:00,33260.33898,9.81,78.0,0.083,188.0,180.9
2017-02-07 15:30:00,32631.86441,9.96,79.2,0.081,184.9,180.0
2017-02-07 15:40:00,32308.47458,10.13,79.8,0.088,172.9,171.9
2017-02-07 15:50:00,32320.67797,10.28,80.3,0.077,239.5,235.4
2017-02-07 16:00:00,31942.37288,10.43,80.6,0.077,245.2,244.4
2017-02-07 16:10:00,31521.35593,10.44,80.8,0.074,180.1,180.3
2017-02-07 16:20:00,31405.42373,10.43,80.3,0.071,119.7,115.2
2017-02-07 16:30:00,31442.0339,10.16,79.8,0.073,82.1,77.1
2017-02-07 16:40:00,31643.38983,10.36,77.6,0.083,17.88,17.22
2017-02-07 16:50:00,31289.49153,10.39,76.0,0.087,14.53,14.73
2017-02-07 17:00:00,31094.23729,10.25,75.6,0.085,24.22,24.5
2017-02-07 17:10:00,31533.55932,10.12,75.7,0.078,24.15,23.37
2017-02-07 17:20:00,31783.72881,10.08,75.5,0.078,47.49,45.8
2017-02-07 17:30:00,32698.98305,10.18,74.8,0.078,73.0,71.2
2017-02-07 17:40:00,34023.05085,10.19,74.8,0.075,75.2,71.9
2017-02-07 17:50:00,35841.35593,9.96,73.9,0.079,48.87,47.87
2017-02-07 18:00:00,38666.44068,9.89,73.2,0.077,34.21,34.6
2017-02-07 18:10:00,40899.66102,9.73,73.5,0.08,24.54,24.19
2017-02-07 18:20:00,41753.89831,9.61,74.0,0.077,16.08,15.4
2017-02-07 18:30:00,41882.0339,9.66,74.5,0.07,10.61,10.57
2017-02-07 18:40:00,41955.25424,9.68,75.0,0.073,5.913,5.847
2017-02-07 18:50:00,41882.0339,9.67,75.3,0.079,1.959,1.974
2017-02-07 19:00:00,41692.88136,9.54,76.9,0.081,0.516,0.549
2017-02-07 19:10:00,41595.25424,9.22,78.5,0.08,0.088,0.185
2017-02-07 19:20:00,41882.0339,9.15,79.5,0.085,0.044,0.156
2017-02-07 19:30:00,41613.55932,9.09,80.6,0.083,0.073,0.156
2017-02-07 19:40:00,41180.33898,9.07,81.4,0.084,0.037,0.093
2017-02-07 19:50:00,41558.64407,9.02,82.8,0.076,0.011,0.204
2017-02-07 20:00:00,41253.55932,8.84,83.8,0.076,0.066,0.141
2017-02-07 20:10:00,41229.15254,8.69,84.4,0.073,0.029,0.174
2017-02-07 20:20:00,41534.23729,8.66,84.9,0.077,0.062,0.126
2017-02-07 20:30:00,41448.81356,8.55,85.3,0.073,0.055,0.137
2017-02-07 20:40:00,41253.55932,8.49,85.9,0.076,0.059,0.152
2017-02-07 20:50:00,41284.0678,8.59,86.0,0.074,0.066,0.163
2017-02-07 21:00:00,41113.22034,8.56,86.1,0.077,0.059,0.145
2017-02-07 21:10:00,40435.9322,8.48,86.7,0.081,0.066,0.126
2017-02-07 21:20:00,40393.22034,8.62,86.9,0.089,0.055,0.13
2017-02-07 21:30:00,40063.72881,8.74,86.9,0.083,0.062,0.178
2017-02-07 21:40:00,39697.62712,8.67,87.2,0.082,0.037,0.145
2017-02-07 21:50:00,39020.33898,8.64,87.7,0.083,0.044,0.178
2017-02-07 22:00:00,38648.13559,8.7,87.9,0.086,0.073,0.156
2017-02-07 22:10:00,38312.54237,8.66,88.1,0.083,0.066,0.171
2017-02-07 22:20:00,37861.01695,8.63,88.4,0.086,0.081,0.152
2017-02-07 22:30:00,37122.71186,8.71,88.5,0.083,0.07,0.156
2017-02-07 22:40:00,36463.72881,8.63,88.4,0.085,0.066,0.189
2017-02-07 22:50:00,35591.18644,8.56,88.6,0.084,0.059,0.174
2017-02-07 23:00:00,34688.13559,8.51,88.8,0.073,0.066,0.163
2017-02-07 23:10:00,34309.83051,8.31,88.8,0.075,0.055,0.167
2017-02-07 23:20:00,33455.59322,8.25,88.9,0.072,0.059,0.148
2017-02-07 23:30:00,32888.13559,8.16,89.1,0.072,0.062,0.152
2017-02-07 23:40:00,31692.20339,8.11,89.2,0.072,0.04,0.197
2017-02-07 23:50:00,30374.23729,8.05,89.3,0.072,0.066,0.148
2017-02-08 00:00:00,29703.05085,7.87,89.5,0.074,0.044,0.167
2017-02-08 00:10:00,28946.44068,7.76,89.8,0.075,0.059,0.193
2017-02-08 00:20:00,28171.52542,7.74,89.9,0.075,0.077,0.126
2017-02-08 00:30:00,27561.35593,7.57,89.9,0.072,0.059,0.141
2017-02-08 00:40:00,27042.71186,7.39,90.0,0.073,0.088,0.104
2017-02-08 00:50:00,26371.52542,7.1,90.2,0.074,0.051,0.171
2017-02-08 01:00:00,25822.37288,6.922,90.5,0.075,0.059,0.16
2017-02-08 01:10:00,25486.77966,7.05,90.6,0.076,0.048,0.167
2017-02-08 01:20:00,25035.25424,7.16,90.6,0.075,0.033,0.178
2017-02-08 01:30:00,24400.67797,7.04,90.2,0.073,0.077,0.163
2017-02-08 01:40:00,24138.30508,6.924,90.2,0.073,0.073,0.141
2017-02-08 01:50:00,23778.30508,6.811,90.2,0.075,0.048,0.178
2017-02-08 02:00:00,23698.98305,6.867,90.3,0.074,0.044,0.156
2017-02-08 02:10:00,23589.15254,6.934,90.3,0.074,0.081,0.141
2017-02-08 02:20:00,23247.45763,6.936,90.1,0.072,0.048,0.141
2017-02-08 02:30:00,22911.86441,6.835,90.0,0.072,0.084,0.178
2017-02-08 02:40:00,22856.94915,6.742,89.8,0.073,0.026,0.193
2017-02-08 02:50:00,22856.94915,6.644,90.0,0.073,0.07,0.111
2017-02-08 03:00:00,22692.20339,6.684,89.9,0.072,0.062,0.141
2017-02-08 03:10:00,22332.20339,6.706,89.8,0.071,0.07,0.119
2017-02-08 03:20:00,22173.55932,6.841,89.7,0.072,0.048,0.137
2017-02-08 03:30:00,22106.44068,6.914,89.5,0.073,0.07,0.141
2017-02-08 03:40:00,22088.13559,6.995,89.6,0.072,0.055,0.171
2017-02-08 03:50:00,22106.44068,6.986,89.3,0.071,0.055,0.174
2017-02-08 04:00:00,22228.47458,7.15,89.4,0.071,0.044,0.197
2017-02-08 04:10:00,22179.66102,7.29,89.2,0.074,0.073,0.145
2017-02-08 04:20:00,22179.66102,7.35,89.1,0.073,0.077,0.16
2017-02-08 04:30:00,21917.28814,7.38,89.2,0.072,0.066,0.122
2017-02-08 04:40:00,22057.62712,7.34,89.1,0.073,0.059,0.145
2017-02-08 04:50:00,22082.0339,7.32,89.4,0.072,0.044,0.137
2017-02-08 05:00:00,22246.77966,7.35,89.3,0.073,0.066,0.145
2017-02-08 05:10:00,22179.66102,7.41,89.6,0.072,0.029,0.197
2017-02-08 05:20:00,22704.40678,7.25,89.9,0.074,0.088,0.126
2017-02-08 05:30:00,22850.84746,7.38,90.1,0.074,0.095,0.141
2017-02-08 05:40:00,23717.28814,7.49,90.0,0.074,0.084,0.115
2017-02-08 05:50:00,24382.37288,7.44,90.2,0.073,0.059,0.186
2017-02-08 06:00:00,23936.94915,7.42,90.1,0.073,0.073,0.148
2017-02-08 06:10:00,23936.94915,7.46,90.3,0.073,0.062,0.152
2017-02-08 06:20:00,24132.20339,6.957,90.2,0.087,0.044,0.145
2017-02-08 06:30:00,23845.42373,6.097,90.2,0.084,0.073,0.141
2017-02-08 06:40:00,23284.0678,5.804,90.5,0.085,0.055,0.156
2017-02-08 06:50:00,22490.84746,5.795,90.7,0.083,0.048,0.152
2017-02-08 07:00:00,21502.37288,5.843,90.7,0.082,0.062,0.174
2017-02-08 07:10:00,20764.0678,5.731,90.6,0.082,0.059,0.16
2017-02-08 07:20:00,20794.57627,5.669,90.6,0.079,0.051,0.13
2017-02-08 07:30:00,21081.35593,5.532,90.4,0.082,0.077,0.134
2017-02-08 07:40:00,21258.30508,5.392,90.5,0.079,0.059,0.13
2017-02-08 07:50:00,21837.9661,5.506,90.6,0.081,0.117,0.174
2017-02-08 08:00:00,22777.62712,5.512,90.5,0.075,0.41,0.486
2017-02-08 08:10:00,23528.13559,5.352,90.5,1.026,1.633,1.681
2017-02-08 08:20:00,23961.35593,5.381,90.5,4.918,4.119,4.103
2017-02-08 08:30:00,24083.38983,5.44,90.5,4.921,12.52,12.38
2017-02-08 08:40:00,24699.66102,5.509,90.5,4.921,24.37,24.09
2017-02-08 08:50:00,25358.64407,5.562,90.4,4.92,31.99,31.88
2017-02-08 09:00:00,26011.52542,5.684,90.4,4.919,28.1,28.22
2017-02-08 09:10:00,26572.88136,5.798,90.3,4.919,40.17,40.08
2017-02-08 09:20:00,27433.22034,5.801,90.2,4.922,63.61,63.18
2017-02-08 09:30:00,28360.67797,5.915,90.3,4.927,65.16,63.29
2017-02-08 09:40:00,29153.89831,6.107,90.3,4.923,98.4,94.3
2017-02-08 09:50:00,29843.38983,6.232,90.2,4.921,139.2,95.7
2017-02-08 10:00:00,29739.66102,6.359,90.3,4.925,169.1,95.4
2017-02-08 10:10:00,30032.54237,6.354,89.8,4.921,186.9,113.1
2017-02-08 10:20:00,30648.81356,6.659,90.0,4.919,363.3,87.5
2017-02-08 10:30:00,30984.40678,7.04,89.1,4.916,369.8,129.5
2017-02-08 10:40:00,30471.86441,7.6,88.6,4.918,277.1,180.3
2017-02-08 10:50:00,31271.18644,7.66,87.8,4.916,173.5,172.5
2017-02-08 11:00:00,31759.32203,8.03,88.4,4.92,312.3,254.8
2017-02-08 11:10:00,32467.11864,8.88,87.8,4.917,459.9,247.5
2017-02-08 11:20:00,32753.89831,9.39,87.0,4.92,231.9,214.9
2017-02-08 11:30:00,33144.40678,9.86,86.7,4.921,349.7,228.6
2017-02-08 11:40:00,33742.37288,10.51,87.0,4.92,577.6,323.9
2017-02-08 11:50:00,33986.44068,10.81,85.7,4.918,256.6,193.3
2017-02-08 12:00:00,33504.40678,10.35,83.3,4.913,127.1,129.5
2017-02-08 12:10:00,33675.25424,10.09,83.5,4.918,127.4,130.2
2017-02-08 12:20:00,33656.94915,10.16,81.8,4.918,157.3,159.4
2017-02-08 12:30:00,33797.28814,10.25,79.3,4.917,191.7,196.2
2017-02-08 12:40:00,33986.44068,10.51,77.2,4.919,158.5,161.4
2017-02-08 12:50:00,34047.45763,10.65,76.7,4.918,164.0,166.3
2017-02-08 13:00:00,33736.27119,10.8,76.3,4.915,170.2,170.2
2017-02-08 13:10:00,33876.61017,11.01,75.7,4.92,171.7,173.7
2017-02-08 13:20:00,34163.38983,10.98,75.1,4.921,219.1,215.8
2017-02-08 13:30:00,34181.69492,11.06,74.8,4.92,411.6,246.6
2017-02-08 13:40:00,33821.69492,11.0,73.9,4.919,397.9,323.7
2017-02-08 13:50:00,33925.42373,10.89,74.4,4.92,320.2,303.2
2017-02-08 14:00:00,33589.83051,10.48,76.2,4.917,241.0,243.1
2017-02-08 14:10:00,33205.42373,10.5,76.5,4.916,251.6,246.8
2017-02-08 14:20:00,32857.62712,10.84,75.8,4.92,172.4,167.3
2017-02-08 14:30:00,32619.66102,11.17,75.1,4.916,275.1,279.2
2017-02-08 14:40:00,32760.0,11.18,75.5,4.918,187.4,191.0
2017-02-08 14:50:00,32552.54237,11.07,75.7,4.915,179.4,176.1
2017-02-08 15:00:00,32637.9661,11.03,75.4,4.914,213.0,138.6
2017-02-08 15:10:00,32851.52542,11.29,75.6,4.914,186.6,167.2
2017-02-08 15:20:00,32674.57627,11.33,75.1,4.915,189.6,185.6
2017-02-08 15:30:00,32155.9322,11.57,74.3,4.914,172.1,159.0
2017-02-08 15:40:00,32235.25424,11.81,73.2,4.912,167.2,153.8
2017-02-08 15:50:00,32192.54237,11.91,73.0,4.916,152.4,148.6
2017-02-08 16:00:00,32003.38983,11.46,72.6,4.919,69.73,69.11
2017-02-08 16:10:00,31808.13559,11.2,74.9,4.915,45.87,45.43
2017-02-08 16:20:00,31625.08475,11.29,74.6,4.915,70.4,71.2
2017-02-08 16:30:00,31539.66102,11.72,73.3,4.916,88.4,89.0
2017-02-08 16:40:00,31576.27119,12.0,67.85,4.917,122.0,124.7
2017-02-08 16:50:00,31454.23729,12.11,65.68,4.919,93.6,94.3
2017-02-08 17:00:00,31808.13559,12.17,65.51,4.923,89.9,90.8
2017-02-08 17:10:00,31631.18644,12.27,67.71,4.919,123.7,126.5
2017-02-08 17:20:00,31838.64407,12.29,65.58,4.913,202.0,214.7
2017-02-08 17:30:00,32107.11864,12.31,64.71,4.916,149.8,154.5
2017-02-08 17:40:00,32924.74576,12.24,67.11,4.913,147.8,153.4
2017-02-08 17:50:00,34279.32203,11.91,70.3,4.913,107.4,111.3
2017-02-08 18:00:00,37189.83051,11.43,75.2,4.918,22.4,22.27
2017-02-08 18:10:00,39966.10169,10.79,79.0,4.916,19.17,18.85
2017-02-08 18:20:00,41485.42373,10.35,81.5,4.919,25.91,25.01
2017-02-08 18:30:00,42174.91525,10.06,83.4,4.918,22.23,22.43
2017-02-08 18:40:00,42480.0,9.85,84.9,4.923,15.06,15.22
2017-02-08 18:50:00,42095.59322,9.79,85.6,4.919,4.855,4.927
2017-02-08 19:00:00,41918.64407,9.69,86.1,4.917,0.769,0.842
2017-02-08 19:10:00,41741.69492,9.64,86.0,4.917,0.275,0.356
2017-02-08 19:20:00,41882.0339,9.64,86.0,4.917,0.066,0.163
2017-02-08 19:30:00,41326.77966,9.52,86.2,4.92,0.04,0.185
2017-02-08 19:40:00,41467.11864,9.4,86.1,4.92,0.077,0.174
2017-02-08 19:50:00,41576.94915,9.41,85.9,4.918,0.055,0.178
2017-02-08 20:00:00,41168.13559,9.45,85.5,4.915,0.055,0.189
2017-02-08 20:10:00,41851.52542,9.53,85.0,4.916,0.081,0.141
2017-02-08 20:20:00,42168.81356,9.45,84.5,4.918,0.055,0.171
2017-02-08 20:30:00,41918.64407,9.32,85.6,4.92,0.062,0.182
2017-02-08 20:40:00,41766.10169,9.25,86.3,4.918,0.062,0.148
2017-02-08 20:50:00,41656.27119,9.23,86.6,4.918,0.062,0.152
2017-02-08 21:00:00,41479.32203,9.5,86.3,4.912,0.07,0.163
2017-02-08 21:10:00,41015.59322,9.39,86.9,4.916,0.073,0.16
2017-02-08 21:20:00,40869.15254,9.22,87.9,4.92,0.048,0.189
2017-02-08 21:30:00,40106.44068,9.12,88.7,4.915,0.081,0.134
2017-02-08 21:40:00,39764.74576,9.17,89.0,4.919,0.055,0.156
2017-02-08 21:50:00,39343.72881,9.25,89.2,4.922,0.07,0.16
2017-02-08 22:00:00,38581.01695,9.37,89.2,4.918,0.07,0.185
2017-02-08 22:10:00,38013.55932,9.4,89.1,4.916,0.048,0.226
2017-02-08 22:20:00,37580.33898,9.46,89.0,4.924,0.059,0.148
2017-02-08 22:30:00,36866.44068,9.54,88.6,4.916,0.062,0.171
2017-02-08 22:40:00,36360.0,10.23,88.2,4.92,0.048,0.141
2017-02-08 22:50:00,35646.10169,11.24,79.7,4.922,0.062,0.189
2017-02-08 23:00:00,34450.16949,11.55,72.2,4.915,0.055,0.145
2017-02-08 23:10:00,33663.05085,11.74,70.4,4.915,0.051,0.182
2017-02-08 23:20:00,32875.9322,11.83,69.85,4.92,0.059,0.115
2017-02-08 23:30:00,32076.61017,11.9,69.48,4.92,0.066,0.104
2017-02-08 23:40:00,31509.15254,11.89,68.65,4.922,0.059,0.152
2017-02-08 23:50:00,30825.76271,11.88,68.88,4.922,0.066,0.145
2017-02-09 00:00:00,30002.0339,11.99,67.65,4.913,0.048,0.148
2017-02-09 00:10:00,29349.15254,11.94,68.25,4.919,0.029,0.178
2017-02-09 00:20:00,28403.38983,11.96,68.08,4.918,0.044,0.126
2017-02-09 00:30:00,27988.47458,11.91,68.11,4.922,0.048,0.104
2017-02-09 00:40:00,27335.59322,11.98,68.08,4.919,0.062,0.137
2017-02-09 00:50:00,26438.64407,11.98,68.28,4.922,0.07,0.137
2017-02-09 01:00:00,25968.81356,12.03,67.75,4.912,0.048,0.134
2017-02-09 01:10:00,25608.81356,12.1,67.98,4.916,0.051,0.137
2017-02-09 01:20:00,25102.37288,12.02,68.21,4.921,0.077,0.174
2017-02-09 01:30:00,24772.88136,11.88,68.18,4.919,0.048,0.145
2017-02-09 01:40:00,24290.84746,11.95,66.94,4.919,0.029,0.163
2017-02-09 01:50:00,23973.55932,11.89,67.81,4.919,0.055,0.122
2017-02-09 02:00:00,23570.84746,11.78,67.88,4.921,0.059,0.134
2017-02-09 02:10:00,23515.9322,11.64,67.25,4.918,0.051,0.13
2017-02-09 02:20:00,23308.47458,11.66,66.14,4.92,0.055,0.13
2017-02-09 02:30:00,22972.88136,11.52,66.38,4.917,0.081,0.137
2017-02-09 02:40:00,22881.35593,11.53,66.51,4.923,0.051,0.13
2017-02-09 02:50:00,22692.20339,11.43,66.61,4.92,0.037,0.141
2017-02-09 03:00:00,22582.37288,11.36,66.28,4.917,0.103,0.082
2017-02-09 03:10:00,22686.10169,11.37,66.04,4.914,0.051,0.108
2017-02-09 03:20:00,22307.79661,11.3,66.21,4.918,0.073,0.148
2017-02-09 03:30:00,22027.11864,11.35,66.04,4.917,0.037,0.122
2017-02-09 03:40:00,21990.50847,11.44,65.58,4.915,0.055,0.104
2017-02-09 03:50:00,22021.01695,11.38,65.88,4.915,0.033,0.078
2017-02-09 04:00:00,22277.28814,11.27,66.04,4.916,0.051,0.13
2017-02-09 04:10:00,22545.76271,11.28,66.24,4.918,0.059,0.145
2017-02-09 04:20:00,22820.33898,11.31,66.18,4.917,0.059,0.111
2017-02-09 04:30:00,22734.91525,11.18,67.45,4.914,0.04,0.126
2017-02-09 04:40:00,22911.86441,10.99,68.21,4.917,0.066,0.096
2017-02-09 04:50:00,22948.47458,11.23,66.84,4.919,0.055,0.126
2017-02-09 05:00:00,22637.28814,11.34,65.01,4.92,0.062,0.104
2017-02-09 05:10:00,22417.62712,11.39,64.77,4.919,0.084,0.115
2017-02-09 05:20:00,22850.84746,11.3,64.77,4.917,0.062,0.111
2017-02-09 05:30:00,23046.10169,11.19,65.81,4.92,0.07,0.137
2017-02-09 05:40:00,24174.91525,11.16,65.88,4.917,0.048,0.137
2017-02-09 05:50:00,25035.25424,11.22,65.78,4.914,0.048,0.145
2017-02-09 06:00:00,24455.59322,11.23,66.38,4.92,0.088,0.119
2017-02-09 06:10:00,24144.40678,11.26,66.48,4.918,0.07,0.137
2017-02-09 06:20:00,24065.08475,11.33,66.61,4.921,0.07,0.108
2017-02-09 06:30:00,23338.98305,11.43,65.81,4.915,0.048,0.145
2017-02-09 06:40:00,23040.0,11.35,66.51,4.915,0.073,0.108
2017-02-09 06:50:00,21776.94915,11.29,66.81,4.914,0.051,0.122
2017-02-09 07:00:00,20941.01695,11.4,66.24,4.924,0.066,0.126
2017-02-09 07:10:00,20581.01695,11.41,65.88,4.918,0.077,0.074
2017-02-09 07:20:00,20764.0678,11.39,65.58,4.916,0.059,0.111
2017-02-09 07:30:00,20849.49153,11.31,65.51,4.918,0.051,0.156
2017-02-09 07:40:00,21331.52542,10.84,68.48,4.917,0.073,0.126
2017-02-09 07:50:00,21642.71186,10.95,68.48,4.921,0.234,0.163
2017-02-09 08:00:00,22149.15254,10.98,67.58,4.921,1.194,1.213
2017-02-09 08:10:00,22460.33898,10.6,70.4,4.92,4.434,4.311
2017-02-09 08:20:00,23491.52542,10.03,72.0,4.919,13.33,12.71
2017-02-09 08:30:00,24345.76271,9.94,72.5,4.915,21.82,20.44
2017-02-09 08:40:00,24675.25424,10.16,71.9,4.916,56.38,47.85
2017-02-09 08:50:00,25041.35593,10.83,70.5,4.919,90.2,63.47
2017-02-09 09:00:00,25651.52542,11.09,68.68,4.923,116.3,60.78
2017-02-09 09:10:00,26450.84746,11.24,68.98,4.917,147.4,58.4
2017-02-09 09:20:00,26798.64407,11.71,67.91,4.917,172.9,57.14
2017-02-09 09:30:00,27567.45763,12.12,65.51,4.923,212.8,59.13
